COUNTRY,Country,Year,"Agriculture, forestry, fisheries and veterinary",Arts and humanities,"Business, administration and law",Education,"Engineering, manufacturing and construction",Generic programmes and qualifications,Health and welfare,Information and Communication Technologies (ICTs),"Natural sciences, mathematics and statistics",Services,"Social sciences, journalism and information"
BEL,Belgium,2013,0.4910000000000001,-1.1370000000000005,5.384999999999998,-7.972,18.728,0.0,-17.857,3.8970000000000002,2.749,0.42000000000000015,-4.704000000000001
BEL,Belgium,2016,-0.07099999999999995,-0.7400000000000002,6.436,-6.960999999999999,17.391,0.0,-17.994000000000003,3.5850000000000004,2.52,0.506,-4.671999999999999
BEL,Belgium,2017,-0.20000000000000018,-1.0909999999999993,5.386000000000003,-6.359999999999999,17.708,0.0,-18.402,4.011,2.927,0.33099999999999996,-4.309000000000001
BEL,Belgium,2018,-0.2469999999999999,-1.016,4.643000000000001,-6.332,17.561,0.0,-18.293999999999997,4.314,2.924,0.31400000000000006,-3.8659999999999997
BEL,Belgium,2019,-0.33999999999999986,-1.548,4.021000000000001,-6.516,17.858,0.0,-16.767,4.354,2.9160000000000004,0.35399999999999987,-4.331000000000001
BRA,Brazil,2014,1.5419999999999998,0.5069999999999997,4.838000000000001,-13.364,10.897000000000002,0.0,-8.894000000000002,6.424,0.10099999999999998,-0.7410000000000001,-1.3130000000000002
BRA,Brazil,2015,1.498,0.5169999999999999,4.799999999999997,-13.625000000000002,10.892000000000001,0.0,-9.089,6.1819999999999995,0.1339999999999999,0.06800000000000006,-1.376
BRA,Brazil,2016,1.3599999999999999,0.565,3.982999999999997,-13.225999999999999,11.943000000000001,0.0,-9.030000000000001,6.199,0.1629999999999998,-0.25900000000000034,-1.6989999999999998
BRA,Brazil,2017,1.2120000000000002,0.7549999999999999,3.8100000000000023,-12.360000000000001,12.061000000000002,0.0,-9.22,5.687,0.14400000000000013,-0.0950000000000002,-1.9950000000000006
BRA,Brazil,2018,1.0470000000000002,0.508,3.1690000000000005,-11.686000000000002,12.177,0.0,-9.925999999999998,6.465,0.6429999999999998,-0.16699999999999982,-2.2299999999999995
BRA,Brazil,2019,0.9699999999999998,0.39300000000000024,3.7620000000000005,-12.612000000000002,11.862999999999998,0.0,-9.318000000000001,6.6739999999999995,0.6420000000000001,-0.07200000000000006,-2.302
CAN,Canada,2005,0.15700000000000003,-2.5540000000000003,2.936,-7.045,17.163,0.0,-14.772,6.051,1.17,1.4620000000000006,-4.568
CAN,Canada,2010,0.028999999999999915,-2.4450000000000003,5.027999999999999,-6.433000000000001,16.899,0.0,-15.259,4.151999999999999,1.6140000000000008,1.2850000000000006,-4.870999999999999
CAN,Canada,2011,0.02400000000000002,-1.892999999999999,5.545000000000002,-6.68,16.279000000000003,0.0,-15.516,3.9320000000000004,1.5190000000000001,1.5260000000000002,-4.734999999999999
CAN,Canada,2012,0.03600000000000003,-2.176,4.6789999999999985,-5.6160000000000005,16.72,0.0,-15.844000000000001,4.093,1.5790000000000006,1.5659999999999998,-5.035
CAN,Canada,2013,0.03100000000000014,-2.1790000000000003,4.472000000000001,-5.481000000000001,16.736,0.0,-15.910000000000002,4.102,1.6759999999999993,1.5329999999999995,-4.978999999999999
CAN,Canada,2014,0.32400000000000007,-2.4290000000000003,2.835000000000001,-5.924,17.634999999999998,0.0,-10.758000000000001,3.2500000000000004,1.274,1.3609999999999998,-7.566000000000001
CAN,Canada,2015,0.30600000000000005,-2.649000000000001,2.3880000000000017,-4.8500000000000005,18.264,-0.005000000000000001,-11.323,3.31,1.2229999999999999,1.4,-8.064
CAN,Canada,2016,0.2739999999999998,-2.261000000000001,1.9529999999999994,-5.768,18.936999999999998,0.015,-10.916,3.3660000000000005,1.0549999999999997,1.3430000000000002,-7.998000000000001
CAN,Canada,2017,0.248,-2.314,1.4849999999999994,-4.821,20.186,-0.014,-11.937999999999999,3.7969999999999997,0.6970000000000001,0.9950000000000001,-8.322
CAN,Canada,2018,0.2550000000000001,-2.314,1.532,-4.7490000000000006,20.186999999999998,-0.002,-12.043999999999999,3.801,0.6420000000000003,1.0949999999999998,-8.399999999999999
CAN,Canada,2019,-0.1190000000000001,-2.236999999999999,4.172999999999998,-4.533,18.165,-0.32600000000000007,-17.245,6.173,0.21700000000000053,0.8239999999999998,-5.095000000000001
CHE,Switzerland,2005,1.2910000000000001,-3.9800000000000004,3.7959999999999994,-8.573,19.613,0.0,-19.253999999999998,5.707,0.9669999999999996,4.4030000000000005,-3.968
CHE,Switzerland,2010,0.9359999999999999,-4.887999999999999,4.970000000000002,-8.279,19.738,0.0,-15.708000000000002,4.069,1.532,2.1950000000000003,-4.566
CHE,Switzerland,2011,1.037,-4.8020000000000005,4.892000000000003,-8.271,19.311999999999998,0.0,-13.911,3.5570000000000004,1.7249999999999996,1.3929999999999998,-4.930000000000001
CHE,Switzerland,2012,0.9239999999999999,-4.441,4.930999999999997,-8.530999999999999,19.964000000000002,0.0,-13.707,3.747,1.5030000000000001,0.6070000000000002,-4.997000000000001
CHE,Switzerland,2013,1.1789999999999998,-4.288,4.9559999999999995,-8.339,19.55,0.0,-14.488999999999999,3.7600000000000002,1.6900000000000004,1.1509999999999998,-5.168000000000001
CHE,Switzerland,2014,0.724,-4.239,5.431999999999999,-8.248,19.92,0.0,-14.893,3.5569999999999995,1.5809999999999995,1.5710000000000006,-5.404000000000001
CHE,Switzerland,2015,0.9690000000000001,-4.228000000000001,4.413,-8.027999999999999,20.405,0.0,-14.816999999999998,3.568,1.3310000000000004,1.9740000000000002,-5.588
CHE,Switzerland,2016,0.774,-4.123,4.029,-8.451999999999998,21.145,0.0,-15.634,3.7850000000000006,1.5810000000000004,2.317,-5.422000000000001
CHE,Switzerland,2017,0.6639999999999999,-3.795000000000001,4.434000000000001,-8.006,20.595000000000002,0.0,-15.748000000000001,3.843,1.7510000000000003,1.7110000000000003,-5.448
CHE,Switzerland,2018,0.625,-3.8469999999999995,4.096999999999998,-8.0,20.526999999999997,0.0,-15.646,3.94,1.726,1.6850000000000005,-5.105000000000001
CHE,Switzerland,2019,0.7509999999999999,-3.221,3.721,-7.559,20.788,0.0,-16.616,4.095,1.5419999999999998,1.495,-4.997000000000001
CHL,Chile,2013,0.9199999999999999,-0.3119999999999994,1.7520000000000024,-12.609,22.956000000000003,0.0,-18.759,0.078,6.1080000000000005,3.2489999999999997,-3.3850000000000002
CHL,Chile,2014,0.8160000000000003,0.06700000000000017,0.8960000000000008,-14.266,23.382,0.0,-18.691000000000003,6.219,0.4229999999999998,2.9799999999999995,-1.8239999999999998
CHL,Chile,2015,0.6459999999999999,-0.008000000000000007,1.0399999999999991,-14.422,24.732,0.0,-19.231,5.76,0.3680000000000001,3.0119999999999987,-1.8959999999999995
CHL,Chile,2016,0.754,0.3690000000000002,0.22900000000000276,-14.328000000000001,24.857,-0.023,-19.017,5.66,0.4760000000000001,2.530999999999999,-1.5060000000000002
CHL,Chile,2017,0.694,0.06600000000000028,0.6290000000000013,-15.256999999999998,26.034,-0.011999999999999999,-18.595,5.261,0.5509999999999999,2.232000000000001,-1.601
CHL,Chile,2018,0.5979999999999999,0.5259999999999998,-0.2469999999999999,-15.066000000000003,26.624000000000002,0.0,-19.201999999999998,5.407,0.5560000000000002,2.301,-1.4979999999999998
CHL,Chile,2019,0.5670000000000002,0.48099999999999987,0.1280000000000001,-16.630000000000003,26.070999999999998,0.0,-17.293999999999997,5.468999999999999,0.5519999999999999,2.3890000000000002,-1.734
COL,Colombia,2013,1.2049999999999998,0.7069999999999999,-13.945,-3.9540000000000006,14.339999999999998,0.0,-5.085000000000001,5.377999999999999,0.050999999999999934,4.364000000000001,-3.061
COL,Colombia,2014,1.225,0.718,-11.601999999999997,-4.049,14.671,0.0,-5.1530000000000005,5.423,0.21999999999999997,1.749,-3.2030000000000003
COL,Colombia,2015,0.9050000000000002,0.6989999999999998,-12.410000000000004,-4.0280000000000005,14.282000000000002,0.0,-4.690000000000001,5.865,0.08699999999999997,2.711,-3.4209999999999994
COL,Colombia,2016,0.9080000000000001,0.7619999999999996,-12.488999999999997,-3.9110000000000005,14.971000000000002,0.0,-4.621,6.542000000000001,0.017000000000000126,1.358,-3.537
COL,Colombia,2017,0.8079999999999998,0.7339999999999995,-13.753,-3.8080000000000007,14.519999999999998,0.0,-4.220999999999999,6.245,0.18599999999999994,3.0740000000000003,-3.785
COL,Colombia,2018,0.7270000000000001,0.8210000000000002,-12.209000000000003,-4.25,14.815,0.0,-4.14,6.435,0.11099999999999999,1.9619999999999997,-4.272
COL,Colombia,2019,0.8300000000000003,0.8119999999999998,-10.755000000000003,-3.650999999999999,16.893,0.0,-3.37,4.541,-0.13599999999999968,1.1170000000000004,-6.281000000000001
CRI,Costa Rica,2013,1.166,0.8890000000000002,,-11.171,8.022,0.0,-8.909999999999998,,8.49,0.347,1.1670000000000016
CRI,Costa Rica,2014,0.833,0.4580000000000002,3.4339999999999975,-10.983999999999998,8.875,0.0,-9.548999999999998,8.213999999999999,0.3609999999999999,0.8780000000000001,-2.5200000000000005
CRI,Costa Rica,2015,0.7710000000000001,0.847,2.370999999999995,-10.117,7.318,0.0,-9.389000000000001,8.591000000000001,1.125,-0.20900000000000007,-1.3080000000000007
CRI,Costa Rica,2016,0.801,0.29899999999999993,1.9029999999999987,-8.698999999999998,8.007000000000001,0.0,-9.67,8.826,0.7240000000000002,0.028000000000000025,-2.2190000000000003
CRI,Costa Rica,2017,1.1540000000000001,0.3919999999999999,-0.5319999999999965,-8.744000000000002,8.536000000000001,0.0,-8.917,8.882000000000001,0.9359999999999999,0.007999999999999563,-1.7149999999999999
CRI,Costa Rica,2018,1.08,0.4630000000000001,-1.2020000000000053,-8.384999999999998,8.244,0.0,-8.615,9.915,0.43199999999999994,-0.2290000000000001,-1.702
CRI,Costa Rica,2019,0.9489999999999998,0.6660000000000004,-1.0730000000000004,-9.779,8.876000000000001,0.0,-8.126999999999999,9.88,0.613,-0.16900000000000004,-1.835
CZE,Czech Republic,2013,0.391,-3.2439999999999998,-6.559000000000001,-10.477,18.586999999999996,0.0,-9.44,9.731,0.7670000000000003,3.3729999999999998,-3.1279999999999992
CZE,Czech Republic,2014,,,,,,,,,,,
CZE,Czech Republic,2015,-0.18000000000000016,-2.997,-4.445,-10.112,19.362000000000002,0.0,-10.219,8.572,0.3410000000000002,3.505,-3.8260000000000005
CZE,Czech Republic,2016,-0.15300000000000002,-2.8049999999999997,-4.746000000000002,-9.963999999999999,18.991,0.0,-10.559,8.284,0.48299999999999965,3.653999999999999,-3.1839999999999993
CZE,Czech Republic,2017,,,,,,,,,,,
CZE,Czech Republic,2018,-0.43800000000000017,-2.912,-2.6119999999999983,-10.574,17.618,0.005999999999999998,-10.911999999999999,9.313,-0.05600000000000005,3.758,-3.190999999999999
CZE,Czech Republic,2019,-0.40600000000000014,-2.7940000000000005,-1.5450000000000017,-12.668,16.988,0.0030000000000000027,-10.485999999999999,9.227,0.20599999999999952,4.497,-3.0250000000000004
DEU,Germany,2005,1.138,-10.745000000000001,1.3829999999999991,-11.943999999999999,23.621000000000002,0.0,-6.284,6.637,-0.038000000000000256,-0.9749999999999996,-2.793
DEU,Germany,2013,0.7130000000000001,-10.392000000000001,-2.0090000000000003,-11.41,26.141000000000002,0.0,-6.027000000000001,6.04,0.8650000000000002,-0.2570000000000001,-3.6640000000000006
DEU,Germany,2014,0.6749999999999998,-10.265,-2.4700000000000024,-11.561,26.464999999999996,0.0,-5.779999999999999,5.893000000000001,1.1150000000000002,-0.23099999999999987,-3.841
DEU,Germany,2015,0.6430000000000002,-9.802000000000001,-3.0829999999999984,-11.737,27.023,0.0,-5.977,5.920999999999999,1.3670000000000009,-0.44099999999999984,-3.914999999999999
DEU,Germany,2016,0.7060000000000002,-8.968,-3.442999999999998,-12.038,26.700000000000003,0.0,-5.89,5.942,1.4290000000000003,-0.2610000000000001,-4.176
DEU,Germany,2017,0.6519999999999999,-8.451,-1.75,-13.918999999999997,26.023000000000003,0.0,-5.648,5.976,1.6150000000000002,-0.15400000000000036,-4.342
DEU,Germany,2018,0.6399999999999999,-8.416,-1.472999999999999,-13.565999999999999,25.400999999999996,0.0,-5.824,6.184,1.6399999999999988,-0.11799999999999988,-4.4670000000000005
DEU,Germany,2019,0.8659999999999999,-8.022,-4.452999999999999,-12.261,29.168,0.0,-6.0360000000000005,5.264,0.5080000000000009,-0.23499999999999988,-4.8
DNK,Denmark,2005,0.22199999999999998,-3.7830000000000013,8.922,-6.262,11.185,0.0,-24.925,5.793,3.2710000000000004,5.055000000000001,0.5189999999999992
DNK,Denmark,2010,-0.583,-3.4819999999999993,7.838000000000001,-5.8180000000000005,10.315,0.0,-20.711,6.349,1.568,4.7139999999999995,-0.19100000000000072
DNK,Denmark,2011,-0.7090000000000001,-3.331999999999999,7.663,-4.95,10.587,0.0,-20.439,5.974,1.3060000000000005,4.373,-0.4740000000000002
DNK,Denmark,2012,-0.6499999999999999,-4.292000000000002,7.099,-4.968999999999999,11.420000000000002,0.0,-18.107,5.6739999999999995,0.9950000000000001,3.9659999999999997,-1.1369999999999996
DNK,Denmark,2013,-0.546,-4.654,7.119,-4.225,11.040999999999999,0.0,-19.311999999999998,6.28,1.2120000000000002,4.521,-1.4360000000000008
DNK,Denmark,2014,-0.5660000000000001,-4.585000000000001,5.475999999999999,-3.6740000000000004,11.421000000000001,0.0,-17.916,6.365,1.2129999999999996,3.365,-1.0999999999999996
DNK,Denmark,2015,-1.3370000000000002,-3.655000000000001,4.533999999999999,-2.676000000000001,12.058,0.0,-17.700000000000003,6.767999999999999,1.6149999999999998,1.9969999999999999,-1.6029999999999998
DNK,Denmark,2016,-0.4159999999999999,-4.894,6.338000000000001,-3.5309999999999997,11.867999999999999,0.0,-15.963000000000001,6.478999999999999,0.6219999999999999,1.7240000000000002,-2.225999999999999
DNK,Denmark,2017,-0.386,-4.408999999999999,5.610999999999997,-3.4640000000000004,12.191999999999998,0.0,-16.302999999999997,6.2700000000000005,0.43400000000000016,1.7819999999999996,-1.7250000000000014
DNK,Denmark,2018,-0.43899999999999995,-4.458,6.376000000000001,-3.251,14.346,0.0,-17.439999999999998,6.378,0.5679999999999996,0.5539999999999998,-2.632999999999999
DNK,Denmark,2019,-0.31499999999999995,-4.692,6.5660000000000025,-3.127,13.873000000000001,0.0,-17.811,6.447000000000001,0.2990000000000004,1.46,-2.7010000000000005
E22,European Union 22 members in OECD,2013,0.5789999999999997,-3.458,-1.3929999999999971,-9.192,20.590999999999998,0.0,-12.054,6.302,0.9649999999999999,1.3369999999999997,-3.677999999999999
E22,European Union 22 members in OECD,2014,0.3999999999999997,-3.7860000000000005,-2.353999999999999,-8.884,19.875999999999998,0.0,-10.871,6.202,0.8739999999999997,1.6599999999999993,-3.5840000000000005
E22,European Union 22 members in OECD,2015,0.4059999999999999,-3.652,-1.7190000000000012,-9.169,20.125,0.0,-11.082999999999998,6.2669999999999995,0.8959999999999999,1.5549999999999997,-3.627
E22,European Union 22 members in OECD,2016,0.6360000000000001,-3.375,-1.2289999999999992,-8.963,19.618,-0.007000000000000001,-11.085999999999999,6.177,0.9790000000000001,1.165,-3.914999999999999
E22,European Union 22 members in OECD,2017,0.5640000000000003,-3.2699999999999996,-1.2059999999999995,-9.001999999999999,19.354,-0.011,-11.756,6.422000000000001,1.117,1.3639999999999999,-3.5779999999999994
E22,European Union 22 members in OECD,2018,0.40400000000000014,-3.558,-0.639999999999997,-9.039000000000001,18.872999999999998,-0.0020000000000000018,-11.458000000000002,6.7410000000000005,0.9969999999999999,1.4640000000000004,-3.7810000000000006
E22,European Union 22 members in OECD,2019,0.3579999999999999,-3.441,-0.7119999999999997,-9.288,19.192,-0.005999999999999998,-11.572000000000001,6.747000000000001,0.875,1.6310000000000002,-3.7830000000000004
ESP,Spain,2005,1.106,-1.8469999999999995,-5.352999999999998,-11.428,21.445999999999998,0.0,-11.687,9.578,-0.25899999999999945,1.1639999999999997,-2.7200000000000006
ESP,Spain,2010,0.7729999999999999,-0.8699999999999992,-3.0589999999999975,-13.281,21.249,0.0,-11.591000000000001,7.587999999999999,-0.10899999999999999,1.524,-2.2249999999999996
ESP,Spain,2013,0.7080000000000002,-1.459999999999999,-2.887999999999998,-12.813000000000002,20.326999999999998,0.0,-11.204,6.787999999999999,0.004999999999999893,3.286999999999999,-2.7490000000000006
ESP,Spain,2014,0.512,-1.1140000000000008,-1.5570000000000022,-14.715,19.759,0.0,-10.968000000000002,6.662,0.32200000000000006,3.6210000000000004,-2.521
ESP,Spain,2015,0.739,-1.3040000000000003,-1.600999999999999,-14.886,20.141,0.0,-10.389,6.633,0.3929999999999998,2.7699999999999996,-2.4979999999999993
ESP,Spain,2016,0.6019999999999999,-1.0860000000000003,-0.7800000000000011,-13.661999999999999,17.811,0.0,-11.099,6.598,1.0500000000000007,2.898999999999999,-2.332
ESP,Spain,2017,0.631,-1.2149999999999999,-0.09499999999999886,-13.527000000000001,16.801000000000002,0.0,-11.185,6.903,1.2480000000000002,2.7990000000000004,-2.359
ESP,Spain,2018,0.5000000000000001,-0.7320000000000011,-0.0010000000000012221,-13.690999999999999,16.310000000000002,0.0,-11.721,7.09,1.4260000000000002,3.136,-2.3179999999999996
ESP,Spain,2019,0.476,-0.8800000000000008,0.3049999999999997,-12.708,16.161,0.0,-12.961,7.531,1.2859999999999996,3.4879999999999995,-2.698999999999999
EST,Estonia,2013,1.4089999999999998,-6.126999999999999,-5.263999999999999,-10.628,23.009,0.0,-13.605000000000002,7.664,0.15800000000000036,5.857000000000001,-2.4739999999999993
EST,Estonia,2014,0.708,-4.692,-7.9410000000000025,-9.083,19.68,0.0,-13.532,9.009,1.0629999999999997,7.702,-2.914999999999999
EST,Estonia,2015,0.889,-3.122,-7.535,-9.069,21.457,0.0,-12.312000000000001,7.908,0.5809999999999995,4.742,-3.54
EST,Estonia,2016,0.9790000000000001,-4.792,-7.099,-9.505,19.502000000000002,0.0,-12.110000000000001,10.209999999999999,0.9090000000000007,4.991999999999999,-3.0860000000000003
EST,Estonia,2017,0.44399999999999973,-3.950000000000001,-5.529,-8.715,19.892000000000003,0.0,-14.278999999999998,10.937000000000001,-0.20999999999999996,5.1049999999999995,-3.6950000000000003
EST,Estonia,2018,0.6469999999999998,-4.094000000000001,-3.3740000000000023,-9.379,17.652,0.0,-12.311,9.478,0.4800000000000004,4.175000000000001,-3.274
EST,Estonia,2019,0.5419999999999998,-3.3000000000000007,-5.305,-10.136,18.942999999999998,0.0,-12.259000000000002,9.113,0.0680000000000005,3.7680000000000007,-1.4339999999999993
FIN,Finland,2005,1.3259999999999998,-6.081,-5.471,-6.800000000000001,25.798000000000002,0.0,-20.023000000000003,14.904,0.7459999999999996,-1.9900000000000002,-2.4080000000000004
FIN,Finland,2010,0.31199999999999983,-8.257000000000001,-2.823000000000002,-5.471,28.392000000000003,0.0,-21.579,15.241000000000001,-0.1070000000000002,-2.101,-3.607
FIN,Finland,2011,0.12399999999999967,-7.143000000000001,-0.8599999999999994,-5.504,25.623,0.0,-20.740000000000002,11.958,0.7610000000000001,-0.8260000000000005,-3.3930000000000007
FIN,Finland,2012,0.48399999999999976,-7.0859999999999985,-0.897000000000002,-5.915999999999999,26.3,0.0,-20.688000000000002,11.896,0.7800000000000002,-1.388,-3.4859999999999998
FIN,Finland,2013,0.21499999999999986,-7.056999999999999,0.027000000000001023,-5.736000000000001,25.906999999999996,0.0,-21.464,11.849,0.5679999999999996,-0.7839999999999998,-3.524
FIN,Finland,2014,0.06300000000000017,-7.273,-0.5940000000000012,-5.720000000000001,26.791999999999998,0.0,-20.88,11.207,0.774,-0.8950000000000005,-3.474
FIN,Finland,2015,-0.129,-6.630000000000001,-1.193999999999999,-6.632,26.567,0.0,-20.223,11.266000000000002,0.5970000000000004,-0.3120000000000003,-3.3089999999999993
FIN,Finland,2016,-0.0129999999999999,-6.49,-1.6799999999999997,-6.289,27.198999999999998,0.0,-20.951,11.323,0.9909999999999997,-0.56,-3.529
FIN,Finland,2017,-0.07900000000000018,-5.352,-0.5860000000000021,-6.524000000000001,25.713,0.0,-22.121,10.4,1.2859999999999996,0.6850000000000005,-3.423
FIN,Finland,2018,-0.2490000000000001,-5.751,-0.379999999999999,-6.3870000000000005,25.76,0.0,-22.122,11.282,0.9710000000000001,0.4819999999999993,-3.6030000000000006
FIN,Finland,2019,-0.33000000000000007,-5.621,-0.41499999999999915,-6.571,25.406,0.0,-21.745,11.328,0.7990000000000004,1.021,-3.8709999999999996
FRA,France,2005,1.1639999999999997,-7.175,-9.750999999999998,-1.599,20.414,0.0,-9.453,6.75,2.692,0.548,-3.5920000000000005
FRA,France,2010,0.41000000000000003,-6.062,-8.508,-0.9900000000000001,19.265,0.0,-10.483,6.332,2.6400000000000006,0.5780000000000003,-3.183
FRA,France,2011,0.3879999999999999,-5.426,-6.5,-3.1390000000000002,19.431,0.0,-10.544000000000002,6.391,1.7679999999999998,0.36999999999999966,-2.7390000000000008
FRA,France,2012,0.31799999999999984,-5.085999999999999,-5.788999999999998,-2.638,19.509,0.0,-11.932,6.085,1.9290000000000003,0.3580000000000001,-2.755
FRA,France,2013,0.30799999999999983,-5.049,-4.8089999999999975,-2.247,19.348,0.0,-11.671,4.803,1.8239999999999998,0.2879999999999998,-2.7940000000000005
FRA,France,2014,0.869,-5.210000000000001,-5.135999999999999,-2.074,19.659000000000002,0.0,-11.708,4.813000000000001,1.617,-0.002000000000000224,-2.8260000000000005
FRA,France,2015,0.7750000000000001,-4.952,-4.180999999999997,-2.718,17.980999999999998,0.0,-11.426,4.8839999999999995,2.572,0.039000000000000146,-2.9739999999999993
FRA,France,2016,0.7730000000000001,-4.986,-3.8370000000000033,-3.3229999999999995,18.153,0.0,-11.209,4.883,2.197,0.31199999999999983,-2.9639999999999995
FRA,France,2017,0.772,-5.018999999999999,-3.851000000000006,-3.4250000000000003,18.436,0.0,-10.985999999999999,4.734,1.9979999999999993,0.516,-3.1740000000000013
FRA,France,2018,0.732,-4.743,-4.254999999999999,-3.4909999999999997,18.316,0.0,-10.713000000000001,5.224,1.8899999999999997,0.6270000000000002,-3.587999999999999
FRA,France,2019,0.7730000000000001,-4.936999999999999,-3.969000000000001,-3.5769999999999995,18.302999999999997,0.0,-10.651000000000002,5.384,1.8019999999999996,0.6389999999999998,-3.766
GBR,United Kingdom,2005,-0.122,-3.3489999999999984,2.6400000000000006,-6.933999999999999,13.312999999999999,0.0,-15.016000000000002,8.481,3.657,-0.31699999999999995,-2.3550000000000004
GBR,United Kingdom,2012,-0.28300000000000003,-3.461000000000002,4.904,-8.382,13.091999999999999,0.0,-13.424999999999999,6.035,4.259,-0.31299999999999994,-2.426
GBR,United Kingdom,2013,-0.2739999999999999,-3.5169999999999995,4.346,-7.86,12.866,0.0,-13.085,5.581,1.956999999999999,-0.3620000000000001,0.34800000000000075
GBR,United Kingdom,2014,-0.29699999999999993,-3.801,4.503,-7.827999999999999,12.613,0.0,-12.695,5.486000000000001,2.0839999999999996,-0.30500000000000016,0.238999999999999
GBR,United Kingdom,2015,-0.2590000000000001,-3.8619999999999983,3.497,-7.435999999999999,12.757,-0.11599999999999999,-9.949000000000002,5.587,2.1370000000000005,0.0,-2.359
