"","Country","Year","Female_labor_force_participation_rate","Fertility_rate"
"36319","Netherlands",2017,58.8,1.671
"36320","Netherlands",2018,59.1,1.664
"36321","Netherlands",2019,59.81,1.662
"36322","Netherlands",2020,59.88,1.663
"36599","New Caledonia",1963,33.8,5.222
"36600","New Caledonia",1969,25.97,5.302
"36601","New Caledonia",1996,42.08,2.689
"36602","New Caledonia",2009,61.26,2.258
"36603","New Caledonia",2014,58.91,2.114
"36723","New Zealand",1986,54.62,1.998
"36724","New Zealand",1987,54.84,2.016
"36725","New Zealand",1988,54.19,2.034
"36726","New Zealand",1989,52.98,2.05
"36727","New Zealand",1990,53.96,2.061
"36728","New Zealand",1991,54.28,2.064
"36729","New Zealand",1992,54.01,2.06
"36730","New Zealand",1993,53.92,2.05
"36731","New Zealand",1994,55.05,2.033
"36732","New Zealand",1995,55.81,2.012
"36733","New Zealand",1996,57.17,1.989
"36734","New Zealand",1997,57.07,1.966
"36735","New Zealand",1998,56.97,1.947
"36736","New Zealand",1999,57.27,1.933
"36737","New Zealand",2000,57.41,1.929
"36738","New Zealand",2001,58.27,1.936
"36739","New Zealand",2002,58.98,1.954
"36740","New Zealand",2003,59.3,1.982
"36741","New Zealand",2004,59.78,2.016
"36742","New Zealand",2005,60.79,2.053
"36743","New Zealand",2006,61.29,2.086
"36744","New Zealand",2007,61.67,2.111
"36745","New Zealand",2008,61.94,2.125
"36746","New Zealand",2009,61.85,2.126
"36747","New Zealand",2010,61.59,2.113
"36748","New Zealand",2011,62.01,2.09
"36749","New Zealand",2012,62.08,2.06
"36750","New Zealand",2013,62.46,2.028
"36751","New Zealand",2014,63.39,1.995
"36752","New Zealand",2015,63.41,1.965
"36753","New Zealand",2016,64.63,1.938
"36754","New Zealand",2017,65.52,1.915
"36755","New Zealand",2018,65.74,1.895
"36756","New Zealand",2019,65.81,1.879
"36757","New Zealand",2020,65.18,1.866
"36960","Nicaragua",1963,22.06,7.188
"36961","Nicaragua",1971,20.6,6.819
"36962","Nicaragua",1977,31.89,6.411
"36963","Nicaragua",1980,13.26,6.135
"36964","Nicaragua",1989,38.23,4.762
"36965","Nicaragua",1990,39.77,4.596
"36966","Nicaragua",1991,39.69,4.432
"36967","Nicaragua",1995,33.42,3.775
"36968","Nicaragua",1996,33.74,3.62
"36969","Nicaragua",1998,34.3,3.339
"36970","Nicaragua",1999,34.61,3.218
"36971","Nicaragua",2000,44.5,3.111
"36972","Nicaragua",2001,42.04,3.019
"36973","Nicaragua",2003,46.4,2.874
"36974","Nicaragua",2004,44.6,2.816
"36975","Nicaragua",2005,44.8,2.767
"36976","Nicaragua",2006,43.48,2.725
"36977","Nicaragua",2007,42.2,2.689
"36978","Nicaragua",2008,43.7,2.657
"36979","Nicaragua",2012,66.68,2.55
"36980","Nicaragua",2013,64.76,2.526
"36981","Nicaragua",2014,48.05,2.503
"37219","Niger",1960,6.11,7.454
"37220","Niger",1977,7.2,7.738
"37221","Niger",1988,21.81,7.803
"37222","Niger",2001,39.34,7.669
"37223","Niger",2005,39.02,7.612
"37224","Niger",2011,69.19,7.429
"37225","Niger",2012,20.26,7.376
"37226","Niger",2014,62.97,7.245
"37227","Niger",2017,15.06,7.001
"37478","Nigeria",1963,27.69,6.341
"37479","Nigeria",1983,36.68,6.749
"37480","Nigeria",1986,37.21,6.664
"37481","Nigeria",1991,40.3,6.443
"37482","Nigeria",2004,48.45,6.011
"37483","Nigeria",2011,56.9,5.802
"37484","Nigeria",2013,51.78,5.709
"37485","Nigeria",2019,49.28,5.317
"37881","North America",1960,37.7,NA
"37882","North America",1961,37.3891398790154,NA
"37883","North America",1962,37.9,NA
"37884","North America",1963,38.3,NA
"37885","North America",1964,38.7,NA
"37886","North America",1965,39.3,NA
"37887","North America",1966,40.3,NA
"37888","North America",1967,41.1,NA
"37889","North America",1968,41.6,NA
"37890","North America",1969,42.7,NA
"37891","North America",1970,43.3,NA
"37892","North America",1971,43.0804745288243,NA
"37893","North America",1972,43.9,NA
"37894","North America",1973,44.7,NA
"37895","North America",1974,45.7,NA
"37896","North America",1975,46.3,NA
"37897","North America",1976,47.1494053488825,NA
"37898","North America",1977,48.2232577153417,NA
"37899","North America",1978,49.8048442645793,NA
"37900","North America",1979,50.7557696216377,NA
"37901","North America",1980,51.4141568751287,NA
"37902","North America",1981,52.0923330746445,NA
"37903","North America",1982,52.5547605133974,NA
"37904","North America",1983,52.9067553067294,NA
"37905","North America",1984,53.6164456495889,NA
"37906","North America",1985,54.541672177146,NA
"37907","North America",1986,55.3408140515635,NA
"37908","North America",1987,56.0449566478487,NA
"37909","North America",1988,56.6805592781518,NA
"37910","North America",1989,57.4704065914501,NA
"37911","North America",1990,57.5996760633037,NA
"37912","North America",1991,57.5028382057708,NA
"37913","North America",1992,57.8039958899977,NA
"37914","North America",1993,57.8760170922564,NA
"37915","North America",1994,58.7259472294143,NA
"37916","North America",1995,58.8927954417384,NA
"37917","North America",1996,59.1525339984566,NA
"37918","North America",1997,59.688386143456,NA
"37919","North America",1998,59.7026679795666,NA
"37920","North America",1999,59.9178216284777,NA
"37921","North America",2000,59.8858821212498,NA
"37922","North America",2001,59.7859804442414,NA
"37923","North America",2002,59.750066352812,NA
"37924","North America",2003,59.750492637019,NA
"37925","North America",2004,59.4464032346101,NA
"37926","North America",2005,59.5031782801519,NA
"37927","North America",2006,59.6160276440458,NA
"37928","North America",2007,59.6356327842888,NA
"37929","North America",2008,59.7840538378126,NA
"37930","North America",2009,59.521343795859,NA
"37931","North America",2010,59.0087782805758,NA
"37932","North America",2011,58.517109612203,NA
"37933","North America",2012,58.138431523788,NA
"37934","North America",2013,57.7224557617757,NA
"37935","North America",2014,57.4440318153214,NA
"37936","North America",2015,57.149403959729,NA
"37937","North America",2016,57.2643499014111,NA
"37938","North America",2017,57.5018154616465,NA
"37939","North America",2018,57.5216384974392,NA
"37940","North America",2019,57.8536291248517,NA
"37941","North America",2020,56.5517008548818,NA
"38399","North Macedonia",1991,45.69,2.171
"38400","North Macedonia",1994,38,2.033
"38401","North Macedonia",1996,42.95,1.919
"38402","North Macedonia",1997,41.2,1.864
"38403","North Macedonia",1998,42.2,1.812
"38404","North Macedonia",1999,40.83,1.765
"38405","North Macedonia",2000,41.7,1.723
"38406","North Macedonia",2001,45.5,1.683
"38407","North Macedonia",2002,41.46,1.644
"38408","North Macedonia",2003,43.39,1.605
"38409","North Macedonia",2004,39.95,1.566
"38410","North Macedonia",2005,43.34,1.531
"38411","North Macedonia",2006,41.93,1.501
"38412","North Macedonia",2007,42.99,1.48
"38413","North Macedonia",2008,42.72,1.468
"38414","North Macedonia",2009,42.61,1.464
"38415","North Macedonia",2010,42.91,1.468
"38416","North Macedonia",2011,43.51,1.477
"38417","North Macedonia",2012,43.04,1.488
"38418","North Macedonia",2013,44.49,1.497
"38419","North Macedonia",2014,44,1.504
"38420","North Macedonia",2015,43.46,1.507
"38421","North Macedonia",2016,42.31,1.506
"38422","North Macedonia",2017,42.72,1.501
"38423","North Macedonia",2018,43.04,1.496
"38424","North Macedonia",2019,44.93,1.489
"38425","North Macedonia",2020,41.81,1.482
"38943","Northern Mariana Islands",1985,44.44,NA
"38944","Northern Mariana Islands",1990,75.33,NA
"38945","Northern Mariana Islands",1995,74.05,NA
"38946","Northern Mariana Islands",2003,81.33,NA
"38947","Northern Mariana Islands",2010,66.56,NA
"39015","Norway",1960,23.82,2.895
"39016","Norway",1970,27.69,2.608
"39017","Norway",1980,55.22,1.699
"39018","Norway",1981,56.37,1.681
"39019","Norway",1982,56.45,1.679
"39020","Norway",1983,57.63,1.688
"39021","Norway",1984,58.14,1.704
"39022","Norway",1985,59.55,1.726
"39023","Norway",1986,62.31,1.752
"39024","Norway",1987,63.84,1.779
"39025","Norway",1988,63.74,1.807
"39026","Norway",1989,62.41,1.832
"39027","Norway",1990,62.38,1.853
"39028","Norway",1991,62.33,1.869
"39029","Norway",1992,62.23,1.879
"39030","Norway",1993,62.25,1.886
"39031","Norway",1994,62.69,1.887
"39032","Norway",1995,64.54,1.884
"39033","Norway",1996,66.11,1.876
"39034","Norway",1997,67.75,1.865
"39035","Norway",1998,69.18,1.85
"39036","Norway",1999,69.24,1.836
"39037","Norway",2000,69.21,1.824
"39038","Norway",2001,69.5,1.819
"39039","Norway",2002,70.48,1.821
"39040","Norway",2003,69.11,1.832
"39041","Norway",2004,69.09,1.848
"39042","Norway",2005,68.52,1.869
"39043","Norway",2006,68.26,1.888
"39044","Norway",2007,69.39,1.902
"39045","Norway",2008,70.6,1.908
"39046","Norway",2009,69.74,1.904
"39047","Norway",2010,68.64,1.89
"39048","Norway",2011,68.63,1.866
"39049","Norway",2012,68.45,1.836
"39050","Norway",2013,68.33,1.804
"39051","Norway",2014,62.82,1.771
"39052","Norway",2015,62.25,1.741
"39053","Norway",2016,62.06,1.716
"39054","Norway",2017,61.44,1.697
"39055","Norway",2018,61.76,1.684
"39056","Norway",2019,62.12,1.678
"39057","Norway",2020,62,1.678
"39274","OECD members",1978,42.5587153531212,NA
"39275","OECD members",1979,41.8625925509459,NA
"39276","OECD members",1980,42.5422236384003,NA
"39277","OECD members",1981,45.2331766989114,NA
"39278","OECD members",1983,45.9755562765905,NA
"39279","OECD members",1984,46.6297789679872,NA
"39280","OECD members",1985,46.363712005413,NA
"39281","OECD members",1986,47.1356224555746,NA
"39282","OECD members",1987,48.0598091967716,NA
"39283","OECD members",1988,46.565086399911,NA
"39284","OECD members",1989,48.7732304275068,NA
"39285","OECD members",1990,47.0205292327263,NA
"39286","OECD members",1991,48.4696919375902,NA
"39287","OECD members",1992,48.9777344970385,NA
"39288","OECD members",1993,48.3956301992252,NA
"39289","OECD members",1994,49.3100619755639,NA
"39290","OECD members",1995,49.3794498407417,NA
"39291","OECD members",1996,49.1587053971388,NA
"39292","OECD members",1997,49.5187903985038,NA
"39293","OECD members",1998,49.5372258795776,NA
"39294","OECD members",1999,49.776453856832,NA
"39295","OECD members",2000,50.0204917311309,NA
"39296","OECD members",2001,49.9124598539765,NA
"39297","OECD members",2002,49.848199832242,NA
"39298","OECD members",2003,50.0010503976825,NA
"39299","OECD members",2004,49.9221644723297,NA
"39300","OECD members",2005,50.2569798990617,NA
"39301","OECD members",2006,50.5460881307844,NA
"39302","OECD members",2007,50.6263923351733,NA
"39303","OECD members",2008,50.8827292476572,NA
"39304","OECD members",2009,51.1297856209578,NA
"39305","OECD members",2010,51.2121373626448,NA
"39306","OECD members",2011,51.2899424899689,NA
"39307","OECD members",2012,51.5242703777969,NA
"39308","OECD members",2013,51.6214037372876,NA
"39309","OECD members",2014,51.5926591938374,NA
"39310","OECD members",2015,51.6882038865172,NA
"39311","OECD members",2016,51.9605119364912,NA
"39312","OECD members",2017,52.2113045831052,NA
"39313","OECD members",2018,52.4855494627242,NA
"39314","OECD members",2019,52.8597000570538,NA
"39315","OECD members",2020,51.0622282385031,NA
"39646","Oman",2000,12.7,3.716
"39647","Oman",2003,24.61,3.142
"39648","Oman",2008,24.87,2.869
"39649","Oman",2013,20.48,2.913
"39650","Oman",2016,29.75,2.937
"39651","Oman",2018,35.6,2.888
"39905","Pakistan",1961,6.14,6.6
"39906","Pakistan",1972,5.44,6.605
"39907","Pakistan",1976,7.08,6.608
"39908","Pakistan",1977,7.08,6.599
"39909","Pakistan",1978,7.04,6.583
"39910","Pakistan",1979,7.05,6.561
"39911","Pakistan",1980,7.04,6.534
"39912","Pakistan",1981,12.58,6.504
"39913","Pakistan",1982,12.58,6.474
"39914","Pakistan",1983,11.32,6.444
"39915","Pakistan",1984,11.29,6.415
"39916","Pakistan",1985,9.16,6.385
"39917","Pakistan",1986,9.6,6.354
"39918","Pakistan",1988,11.31,6.276
"39919","Pakistan",1989,23.1,6.225
"39920","Pakistan",1990,11.31,6.164
"39921","Pakistan",1991,13.96,6.091
"39922","Pakistan",1992,13.96,6.007
"39923","Pakistan",1993,14.32,5.912
"39924","Pakistan",1994,14.73,5.808
"39925","Pakistan",1995,12.67,5.694
"39926","Pakistan",1997,14.97,5.442
"39927","Pakistan",1998,15.27,5.308
"39928","Pakistan",2000,16.26,5.037
"39929","Pakistan",2002,16.24,4.774
"39930","Pakistan",2004,17.96,4.528
"39931","Pakistan",2006,19.08,4.31
"39932","Pakistan",2007,19.47,4.211
"39933","Pakistan",2008,19.98,4.118
"39934","Pakistan",2009,21.05,4.031
"39935","Pakistan",2010,22.07,3.951
"39936","Pakistan",2011,22.38,3.88
"39937","Pakistan",2013,22.88,3.759
"39938","Pakistan",2014,23.22,3.708
"39939","Pakistan",2015,24.22,3.66
"39940","Pakistan",2018,21.86,3.51
"40164","Palau",1995,59.51,NA
"40165","Palau",2000,48.98,NA
"40166","Palau",2005,58.1,NA
"40167","Palau",2014,55.56,NA
"40386","Palestine",2000,12.3,5.383
"40387","Palestine",2001,9.94,5.231
"40388","Palestine",2002,9.95,5.094
"40389","Palestine",2003,12.35,4.973
"40390","Palestine",2004,12.69,4.867
"40391","Palestine",2005,12.59,4.776
"40392","Palestine",2006,13.3,4.699
"40393","Palestine",2007,14.83,4.631
"40394","Palestine",2008,14.52,4.567
"40395","Palestine",2009,14.38,4.504
"40396","Palestine",2010,13.83,4.437
"40397","Palestine",2011,15.39,4.36
"40398","Palestine",2012,15.92,4.272
"40399","Palestine",2013,15.57,4.174
"40400","Palestine",2014,16.29,4.067
"40401","Palestine",2015,17.69,3.955
"40402","Palestine",2016,17.12,3.844
"40403","Palestine",2017,17.34,3.738
"40404","Palestine",2018,17.34,3.643
"40405","Palestine",2019,18.04,3.56
"40406","Palestine",2020,16.12,3.489
"40608","Panama",1960,24.72,5.87
"40609","Panama",1970,30.28,5.173
"40610","Panama",1979,34.89,4.002
"40611","Panama",1980,29.08,3.884
"40612","Panama",1983,33.53,3.581
"40613","Panama",1984,34.09,3.494
"40614","Panama",1985,37.42,3.413
"40615","Panama",1986,34.74,3.336
"40616","Panama",1988,35.9,3.19
"40617","Panama",1989,37.92,3.121
"40618","Panama",1990,32.24,3.057
"40619","Panama",1991,38.23,2.999
"40620","Panama",1993,40.62,2.909
"40621","Panama",1994,41.44,2.877
"40622","Panama",1995,42.54,2.852
"40623","Panama",1997,43.13,2.81
"40624","Panama",1998,42.52,2.789
"40625","Panama",1999,43.21,2.767
"40626","Panama",2000,40.9,2.744
"40627","Panama",2001,39.4,2.72
"40628","Panama",2002,45.85,2.698
"40629","Panama",2003,46.36,2.679
"40630","Panama",2004,46.47,2.663
"40631","Panama",2005,47.25,2.651
"40632","Panama",2006,45.64,2.643
"40633","Panama",2007,46.17,2.637
"40634","Panama",2008,47.28,2.632
"40635","Panama",2009,48.27,2.628
"40636","Panama",2010,45.82,2.622
"40637","Panama",2011,44.73,2.613
"40638","Panama",2012,47.08,2.601
"40639","Panama",2013,48.27,2.584
"40640","Panama",2014,48.52,2.564
"40641","Panama",2015,49.54,2.54
"40642","Panama",2016,49.6,2.514
"40643","Panama",2017,49.74,2.487
"40644","Panama",2018,51.38,2.461
"40645","Panama",2019,53.27,2.437
"40646","Panama",2020,53.18,2.415
"40867","Papua New Guinea",1966,91.99,6.244
"40868","Papua New Guinea",1971,57.37,6.137
"40869","Papua New Guinea",2000,71.34,4.525
"40870","Papua New Guinea",2010,47.68,3.985
"41126","Paraguay",1962,24.75,6.472
"41127","Paraguay",1972,22.95,5.458
"41128","Paraguay",1982,21.91,5.126
"41129","Paraguay",1989,53.38,4.639
"41130","Paraguay",1990,50.78,4.547
"41131","Paraguay",1991,48.16,4.457
"41132","Paraguay",1992,50.69,4.368
"41133","Paraguay",1993,52.88,4.282
"41134","Paraguay",1994,52.75,4.196
"41135","Paraguay",1995,63.2,4.108
"41136","Paraguay",1996,57.7,4.014
"41137","Paraguay",1998,48.13,3.798
"41138","Paraguay",1999,47.79,3.678
"41139","Paraguay",2000,53.5,3.553
"41140","Paraguay",2001,52.57,3.431
"41141","Paraguay",2002,51.89,3.315
"41142","Paraguay",2003,51.73,3.21
"41143","Paraguay",2004,57.02,3.119
"41144","Paraguay",2005,55.76,3.04
"41145","Paraguay",2006,51.25,2.97
"41146","Paraguay",2007,54.28,2.907
"41147","Paraguay",2008,53.87,2.846
"41148","Paraguay",2009,55.19,2.787
"41149","Paraguay",2010,53.03,2.73
"41150","Paraguay",2011,54.68,2.675
"41151","Paraguay",2012,59.91,2.625
"41152","Paraguay",2013,57.89,2.581
"41153","Paraguay",2014,54.67,2.542
"41154","Paraguay",2015,55.13,2.508
"41155","Paraguay",2016,56.53,2.479
"41156","Paraguay",2017,56.85,2.453
"41157","Paraguay",2018,59.46,2.429
"41158","Paraguay",2019,60.35,2.405
"41159","Paraguay",2020,57.26,2.383
"41386","Peru",1961,22.37,6.923
"41387","Peru",1972,19.96,6.091
"41388","Peru",1979,31.2,5.171
"41389","Peru",1980,31.29,5.041
"41390","Peru",1981,25.29,4.915
"41391","Peru",1982,31.48,4.795
"41392","Peru",1984,39.75,4.568
"41393","Peru",1986,49.79,4.354
"41394","Peru",1987,48.38,4.247
"41395","Peru",1989,48.18,4.026
"41396","Peru",1990,47.8,3.912
"41397","Peru",1991,43.55,3.794
"41398","Peru",1992,43.8,3.673
"41399","Peru",1993,29.75,3.552
"41400","Peru",1994,46.47,3.432
"41401","Peru",1995,49.48,3.315
"41402","Peru",1997,54.61,3.099
"41403","Peru",1998,55.52,3.002
"41404","Peru",1999,58.09,2.917
"41405","Peru",2000,53.98,2.845
"41406","Peru",2001,58.95,2.789
"41407","Peru",2002,68.36,2.749
"41408","Peru",2003,61.83,2.723
"41409","Peru",2004,67.88,2.706
"41410","Peru",2005,66.44,2.695
"41411","Peru",2006,68.2,2.682
"41412","Peru",2007,70.49,2.662
"41413","Peru",2008,70.68,2.633
"41414","Peru",2009,70.97,2.594
"41415","Peru",2010,72.5,2.546
"41416","Peru",2011,71.81,2.493
"41417","Peru",2012,70.86,2.441
"41418","Peru",2013,70.15,2.394
"41419","Peru",2014,69.24,2.355
"41420","Peru",2015,67.59,2.323
"41421","Peru",2016,68.96,2.297
"41422","Peru",2017,69.35,2.275
"41423","Peru",2018,69.81,2.254
"41424","Peru",2019,69.99,2.233
"41425","Peru",2020,59.81,2.212
"41645","Philippines",1960,27.21,7.148
"41646","Philippines",1970,34,6.264
"41647","Philippines",1975,24.47,5.718
"41648","Philippines",1976,26.1,5.613
"41649","Philippines",1978,46.8,5.399
"41650","Philippines",1980,13.65,5.183
"41651","Philippines",1983,50.09,4.883
"41652","Philippines",1985,47.95,4.712
"41653","Philippines",1987,48.28,4.554
"41654","Philippines",1988,47.92,4.476
"41655","Philippines",1989,47.35,4.397
"41656","Philippines",1990,47.53,4.32
"41657","Philippines",1991,47.05,4.246
"41658","Philippines",1992,47.83,4.177
"41659","Philippines",1993,47.8,4.113
"41660","Philippines",1994,47.32,4.056
"41661","Philippines",1995,49.04,4.005
"41662","Philippines",1996,48.96,3.961
"41663","Philippines",1997,48.93,3.922
"41664","Philippines",1998,49.29,3.886
"41665","Philippines",1999,49.95,3.85
"41666","Philippines",2000,48.37,3.811
"41667","Philippines",2001,47.61,3.766
"41668","Philippines",2002,51.7,3.712
"41669","Philippines",2003,46.93,3.65
"41670","Philippines",2004,46.6,3.579
"41671","Philippines",2005,47.34,3.504
"41672","Philippines",2006,47.48,3.429
"41673","Philippines",2007,47.48,3.359
"41674","Philippines",2008,46.95,3.294
"41675","Philippines",2009,47.75,3.236
"41676","Philippines",2010,48,3.18
"41677","Philippines",2011,48.83,3.121
"41678","Philippines",2012,48.36,3.055
"41679","Philippines",2013,48.25,2.979
"41680","Philippines",2014,49.03,2.894
"41681","Philippines",2015,48.57,2.805
"41682","Philippines",2016,48.07,2.718
"41683","Philippines",2017,44.92,2.64
"41684","Philippines",2018,45.39,2.576
"41685","Philippines",2019,46.42,2.526
"41905","Poland",1960,58.57,3.113
"41906","Poland",1970,62.01,2.254
"41907","Poland",1978,58.7,2.247
"41908","Poland",1988,56.97,2.16
"41909","Poland",1992,62.59,1.966
"41910","Poland",1993,62.13,1.896
"41911","Poland",1994,62.09,1.818
"41912","Poland",1995,61.02,1.733
"41913","Poland",1996,60.5,1.646
"41914","Poland",1997,49.98,1.559
"41915","Poland",1998,49.74,1.477
"41916","Poland",1999,49.41,1.405
"41917","Poland",2000,50.11,1.346
"41918","Poland",2001,50.31,1.305
"41919","Poland",2002,49.02,1.282
"41920","Poland",2003,48.01,1.275
"41921","Poland",2004,47.38,1.282
"41922","Poland",2005,47.68,1.299
"41923","Poland",2006,46.6,1.319
"41924","Poland",2007,46.26,1.338
